id,var_name,label,format,Dashboard,type,label_yes,dropdown,Filter,Name dropdown,Description
294,Chi_klg_score,(mean) Chi_klg_score,%9.0g,TRUE,continous,,TRUE,,,
295,total_klg_score,(mean) total_klg_score,%9.0g,TRUE,continous,,TRUE,,,
296,EnglishTotal_Percent,(mean) EnglishTotal_Percent,%9.0g,TRUE,continous,,TRUE,,,
297,MathsTotal_Percent,(mean) MathsTotal_Percent,%9.0g,TRUE,continous,,TRUE,,,
298,ChichewaTotal_Percent,(mean) ChichewaTotal_Percent,%9.0g,TRUE,continous,,TRUE,,,
299,Total_percent,Total Percent,%9.0g,TRUE,continous,,TRUE,,,
300,EnglishTotal_Percent_m,EnglishTotal_Percent_m,%9.0g,TRUE,continous,,TRUE,,,
301,MathsTotal_Percent_m,MathsTotal_Percent_m,%9.0g,TRUE,continous,,TRUE,,,
302,ChichewaTotal_Percent_m,ChichewaTotal_Percent_m,%9.0g,TRUE,continous,,TRUE,,,
303,EnglishTotal_Percent_f,EnglishTotal_Percent_f,%9.0g,TRUE,continous,,TRUE,,,
304,MathsTotal_Percent_f,MathsTotal_Percent_f,%9.0g,TRUE,continous,,TRUE,,,
305,ChichewaTotal_Percent_f,ChichewaTotal_Percent_f,%9.0g,TRUE,continous,,TRUE,,,
306,Total_percent_m,Total_percent_m,%9.0g,TRUE,continous,,TRUE,,,
307,Total_percent_f,Total_percent_f,%9.0g,TRUE,continous,,TRUE,,,
308,English_klg_score_m,1 English_klg_score,%9.0g,TRUE,continous,,TRUE,,,
309,Math_klg_score_m,1 Math_klg_score,%9.0g,TRUE,continous,,TRUE,,,
310,Chi_klg_score_m,1 Chi_klg_score,%9.0g,TRUE,continous,,TRUE,,,
311,total_klg_score_m,1 total_klg_score,%9.0g,TRUE,continous,,TRUE,,,
312,English_klg_score_f,2 English_klg_score,%9.0g,TRUE,continous,,TRUE,,,
313,Math_klg_score_f,2 Math_klg_score,%9.0g,TRUE,continous,,TRUE,,,
314,Chi_klg_score_f,2 Chi_klg_score,%9.0g,TRUE,continous,,TRUE,,,
315,total_klg_score_f,2 total_klg_score,%9.0g,TRUE,continous,,TRUE,,,
316,dist_quintiles,Distance to nearest trading centre quintile,%8.0g,TRUE,continous,,TRUE,TRUE,,
317,SR_grade5,SR grade 5,%9.0g,TRUE,continous,,TRUE,,,
318,SR_grade5_f,SR grade 5 f,%9.0g,TRUE,continous,,TRUE,,,
319,SR_grade5_m,SR grade 5 m,%9.0g,TRUE,continous,,TRUE,,,
320,SR_grade7,SR grade 7,%9.0g,TRUE,continous,,TRUE,,,
321,SR_grade7_f,SR grade 7 f,%9.0g,TRUE,continous,,TRUE,,,
322,SR_grade7_m,SR grade 7 m,%9.0g,TRUE,continous,,TRUE,,,
